"","reference_contig","position","variable","value"
"8306","KC677638",204,"FET_4.8",0
"8307","KC677638",257,"FET_4.8",0
"8308","KC677638",308,"FET_4.8",0
"8309","KC677638",330,"FET_4.8",0
"8310","KC677638",455,"FET_4.8",2.928
"8311","KC677638",459,"FET_4.8",6.036
"8312","KC677638",467,"FET_4.8",3.405
"8313","KC677638",508,"FET_4.8",0
"8314","KC677638",509,"FET_4.8",1.023
"8315","KC677638",575,"FET_4.8",1.501
"8316","KC677638",616,"FET_4.8",1.75
"8317","KC677638",631,"FET_4.8",0
"8318","KC677638",632,"FET_4.8",2.709
"8319","KC677638",636,"FET_4.8",1.711
"8320","KC677638",718,"FET_4.8",1.941
"8321","KC677638",723,"FET_4.8",0
"8322","KC677638",813,"FET_4.8",0.742
"8323","KC677638",840,"FET_4.8",0
"8324","KC677638",855,"FET_4.8",0
"8325","KC677638",902,"FET_4.8",0.249
"8326","KC677638",904,"FET_4.8",0.243
"8327","KC677638",955,"FET_4.8",2.101
"8328","KC677638",978,"FET_4.8",0.465
"8329","KC677638",997,"FET_4.8",3.834
"8330","KC677638",1012,"FET_4.8",0.462
"8331","KC677638",1023,"FET_4.8",0.668
"8332","KC677638",1058,"FET_4.8",4.92
"8333","KC677638",1124,"FET_4.8",0.7
"8334","KC677638",1194,"FET_4.8",0
"8335","KC677638",1310,"FET_4.8",0
"8336","KC677638",1330,"FET_4.8",0.468
"8337","KC677638",1339,"FET_4.8",0
"8338","KC677638",1342,"FET_4.8",0.488
"8339","KC677638",1345,"FET_4.8",0
"8340","KC677639",135,"FET_4.8",2.795
"8341","KC677639",201,"FET_4.8",0
"8342","KC677639",210,"FET_4.8",0
"8343","KC677639",222,"FET_4.8",0
"8344","KC677639",239,"FET_4.8",0.634
"8345","KC677639",252,"FET_4.8",0
"8346","KC677639",312,"FET_4.8",0
"8347","KC677639",359,"FET_4.8",0
"8348","KC677639",369,"FET_4.8",0
"8349","KC677639",414,"FET_4.8",0
"8350","KC677639",418,"FET_4.8",0
"8351","KC677639",419,"FET_4.8",0
"8352","KC677639",427,"FET_4.8",3.505
"8353","KC677639",432,"FET_4.8",0
"8354","KC677639",486,"FET_4.8",0
"8355","KC677639",504,"FET_4.8",3.005
"8356","KC677639",543,"FET_4.8",0
"8357","KC677639",649,"FET_4.8",0
"8358","KC677639",659,"FET_4.8",4.051
"8359","KC677639",692,"FET_4.8",0
"8360","KC677639",781,"FET_4.8",12.53
"8361","KC677639",795,"FET_4.8",10.91
"8362","KC677639",797,"FET_4.8",3.988
"8363","KC677639",882,"FET_4.8",0
"8364","KC677640",41,"FET_4.8",0
"8365","KC677640",67,"FET_4.8",1.059
"8366","KC677640",89,"FET_4.8",1.266
"8367","KC677640",160,"FET_4.8",0
"8368","KC677640",183,"FET_4.8",1.534
"8369","KC677640",186,"FET_4.8",0
"8370","KC677640",229,"FET_4.8",1.036
"8371","KC677640",230,"FET_4.8",0
"8372","KC677640",242,"FET_4.8",0
"8373","KC677640",371,"FET_4.8",101.9
"8374","KC677640",411,"FET_4.8",70.13
"8375","KC677640",441,"FET_4.8",0
"8376","KC677640",461,"FET_4.8",0
"8377","KC677640",462,"FET_4.8",0
"8378","KC677640",473,"FET_4.8",1.061
"8379","KC677640",483,"FET_4.8",0
"8380","KC677640",495,"FET_4.8",0
"8381","KC677640",496,"FET_4.8",3.206
"8382","KC677640",538,"FET_4.8",78.48
"8383","KC677640",551,"FET_4.8",0
"8384","KC677640",562,"FET_4.8",0
"8385","KC677640",575,"FET_4.8",0
"8386","KC677631",191,"FET_5.6",0
"8387","KC677631",309,"FET_5.6",0
"8388","KC677631",373,"FET_5.6",0.232
"8389","KC677631",432,"FET_5.6",0.709
"8390","KC677631",456,"FET_5.6",0
"8391","KC677631",485,"FET_5.6",0
"8392","KC677631",510,"FET_5.6",1.85
"8393","KC677631",514,"FET_5.6",0
"8394","KC677631",516,"FET_5.6",0
"8395","KC677631",554,"FET_5.6",0
"8396","KC677631",560,"FET_5.6",0
"8397","KC677631",565,"FET_5.6",0
"8398","KC677631",671,"FET_5.6",4.175
"8399","KC677631",733,"FET_5.6",1.71
"8400","KC677631",765,"FET_5.6",10.79
"8401","KC677631",787,"FET_5.6",0.521
"8402","KC677631",801,"FET_5.6",0
"8403","KC677631",810,"FET_5.6",21.33
"8404","KC677631",850,"FET_5.6",0
"8405","KC677631",859,"FET_5.6",0
"8406","KC677631",890,"FET_5.6",0
"8407","KC677631",892,"FET_5.6",0
"8408","KC677631",897,"FET_5.6",0
"8409","KC677631",934,"FET_5.6",0
"8410","KC677631",997,"FET_5.6",0.677
"8411","KC677631",998,"FET_5.6",0
"8412","KC677631",1009,"FET_5.6",0
"8413","KC677631",1011,"FET_5.6",0
"8414","KC677631",1024,"FET_5.6",0.664
"8415","KC677631",1032,"FET_5.6",1.522
"8416","KC677631",1037,"FET_5.6",0
"8417","KC677631",1063,"FET_5.6",0
"8418","KC677631",1065,"FET_5.6",0
"8419","KC677631",1082,"FET_5.6",0
"8420","KC677631",1095,"FET_5.6",0.221
"8421","KC677631",1121,"FET_5.6",0
"8422","KC677631",1154,"FET_5.6",0
"8423","KC677631",1196,"FET_5.6",0
"8424","KC677631",1201,"FET_5.6",1.993
"8425","KC677631",1249,"FET_5.6",0
"8426","KC677631",1260,"FET_5.6",0
"8427","KC677631",1272,"FET_5.6",0
"8428","KC677631",1275,"FET_5.6",1.771
"8429","KC677631",1296,"FET_5.6",0
"8430","KC677631",1301,"FET_5.6",0
"8431","KC677631",1356,"FET_5.6",0
"8432","KC677631",1398,"FET_5.6",0
"8433","KC677631",1433,"FET_5.6",0
"8434","KC677631",1476,"FET_5.6",0
"8435","KC677631",1533,"FET_5.6",0
"8436","KC677631",1551,"FET_5.6",0
"8437","KC677631",1555,"FET_5.6",2.415
"8438","KC677631",1561,"FET_5.6",1.157
"8439","KC677631",1566,"FET_5.6",0
"8440","KC677631",1582,"FET_5.6",0
"8441","KC677631",1652,"FET_5.6",0
"8442","KC677631",1671,"FET_5.6",0
"8443","KC677631",1701,"FET_5.6",0.257
"8444","KC677631",1708,"FET_5.6",0
"8445","KC677631",1790,"FET_5.6",0
"8446","KC677631",1792,"FET_5.6",0
"8447","KC677631",1797,"FET_5.6",0
"8448","KC677631",1819,"FET_5.6",0
"8449","KC677631",1827,"FET_5.6",0
"8450","KC677631",1881,"FET_5.6",0
"8451","KC677631",1897,"FET_5.6",0
"8452","KC677631",1899,"FET_5.6",0.811
"8453","KC677631",1912,"FET_5.6",0
"8454","KC677631",1914,"FET_5.6",0.18
"8455","KC677631",1921,"FET_5.6",0
"8456","KC677631",1922,"FET_5.6",0.256
"8457","KC677631",1933,"FET_5.6",0
"8458","KC677631",2071,"FET_5.6",0
"8459","KC677631",2109,"FET_5.6",1.309
"8460","KC677631",2111,"FET_5.6",0
"8461","KC677631",2126,"FET_5.6",0
"8462","KC677631",2144,"FET_5.6",1.131
"8463","KC677631",2225,"FET_5.6",0
"8464","KC677631",2240,"FET_5.6",0
"8465","KC677631",2292,"FET_5.6",0.741
"8466","KC677631",2314,"FET_5.6",0.935
"8467","KC677631",2329,"FET_5.6",0
"8468","KC677631",2340,"FET_5.6",1.186
"8469","KC677631",2439,"FET_5.6",0
"8470","KC677631",2514,"FET_5.6",0
"8471","KC677631",2561,"FET_5.6",0.941
"8472","KC677631",2565,"FET_5.6",0
"8473","KC677631",2601,"FET_5.6",0
"8474","KC677631",2608,"FET_5.6",1.274
"8475","KC677631",2648,"FET_5.6",0
"8476","KC677631",2665,"FET_5.6",0
"8477","KC677631",2762,"FET_5.6",0
"8478","KC677631",2781,"FET_5.6",0
"8479","KC677631",2788,"FET_5.6",0
"8480","KC677631",2796,"FET_5.6",0
"8481","KC677631",2855,"FET_5.6",0
"8482","KC677631",2862,"FET_5.6",0
"8483","KC677631",2868,"FET_5.6",0.85
"8484","KC677631",2955,"FET_5.6",0
"8485","KC677631",2976,"FET_5.6",0
"8486","KC677631",2979,"FET_5.6",4.147
"8487","KC677631",2986,"FET_5.6",2.003
"8488","KC677631",2990,"FET_5.6",0
"8489","KC677631",3000,"FET_5.6",1.515
"8490","KC677631",3017,"FET_5.6",0
"8491","KC677631",3057,"FET_5.6",0.225
"8492","KC677631",3068,"FET_5.6",0
"8493","KC677631",3080,"FET_5.6",0
"8494","KC677631",3110,"FET_5.6",0
"8495","KC677631",3136,"FET_5.6",4.031
"8496","KC677631",3204,"FET_5.6",0
"8497","KC677631",3214,"FET_5.6",0
"8498","KC677631",3230,"FET_5.6",0.447
"8499","KC677631",3246,"FET_5.6",0
"8500","KC677631",3305,"FET_5.6",0
"8501","KC677632",97,"FET_5.6",0
"8502","KC677632",186,"FET_5.6",0.257
"8503","KC677632",202,"FET_5.6",0.74
"8504","KC677632",215,"FET_5.6",0
"8505","KC677632",283,"FET_5.6",0
"8506","KC677632",328,"FET_5.6",3.888
"8507","KC677632",374,"FET_5.6",2.381
"8508","KC677632",465,"FET_5.6",0
"8509","KC677632",471,"FET_5.6",0
"8510","KC677632",510,"FET_5.6",0
"8511","KC677632",524,"FET_5.6",0
"8512","KC677632",559,"FET_5.6",0
"8513","KC677632",589,"FET_5.6",0
"8514","KC677632",608,"FET_5.6",0.693
"8515","KC677632",617,"FET_5.6",0
"8516","KC677632",640,"FET_5.6",0.496
"8517","KC677632",675,"FET_5.6",0.898
"8518","KC677632",680,"FET_5.6",0.49
"8519","KC677632",707,"FET_5.6",0.74
"8520","KC677632",717,"FET_5.6",0
"8521","KC677632",759,"FET_5.6",0.487
"8522","KC677632",760,"FET_5.6",0.735
"8523","KC677632",912,"FET_5.6",0.487
"8524","KC677632",917,"FET_5.6",4.585
"8525","KC677632",1042,"FET_5.6",0
"8526","KC677632",1136,"FET_5.6",0.223
"8527","KC677632",1286,"FET_5.6",0
"8528","KC677632",1306,"FET_5.6",0
"8529","KC677632",1312,"FET_5.6",0
"8530","KC677632",1464,"FET_5.6",0
"8531","KC677632",1554,"FET_5.6",0.78
"8532","KC677632",1555,"FET_5.6",0
"8533","KC677632",1559,"FET_5.6",0
"8534","KC677632",1702,"FET_5.6",0
"8535","KC677632",1713,"FET_5.6",0.673
"8536","KC677632",1721,"FET_5.6",5.15
"8537","KC677632",1723,"FET_5.6",1.824
"8538","KC677632",1763,"FET_5.6",4.899
"8539","KC677632",1771,"FET_5.6",0
"8540","KC677632",1797,"FET_5.6",0
"8541","KC677632",1815,"FET_5.6",0.628
"8542","KC677632",1842,"FET_5.6",0
"8543","KC677632",1875,"FET_5.6",0
"8544","KC677632",1879,"FET_5.6",0
"8545","KC677632",1901,"FET_5.6",0.69
"8546","KC677632",1924,"FET_5.6",0
"8547","KC677632",1934,"FET_5.6",0
"8548","KC677632",1941,"FET_5.6",0
"8549","KC677632",1956,"FET_5.6",0.237
"8550","KC677632",2014,"FET_5.6",0
"8551","KC677632",2038,"FET_5.6",0
"8552","KC677632",2110,"FET_5.6",0.452
"8553","KC677633",25,"FET_5.6",0
"8554","KC677633",53,"FET_5.6",0
"8555","KC677633",54,"FET_5.6",0
"8556","KC677633",120,"FET_5.6",0
"8557","KC677633",123,"FET_5.6",0
"8558","KC677633",139,"FET_5.6",0
"8559","KC677633",148,"FET_5.6",0
"8560","KC677633",167,"FET_5.6",0
"8561","KC677633",168,"FET_5.6",0.238
"8562","KC677633",171,"FET_5.6",0
"8563","KC677633",172,"FET_5.6",3.744
"8564","KC677633",181,"FET_5.6",0
"8565","KC677633",195,"FET_5.6",0
"8566","KC677633",208,"FET_5.6",0
"8567","KC677633",227,"FET_5.6",0.45
"8568","KC677633",233,"FET_5.6",0.237
"8569","KC677633",248,"FET_5.6",1.528
"8570","KC677633",256,"FET_5.6",0
"8571","KC677633",259,"FET_5.6",0
"8572","KC677633",319,"FET_5.6",0
"8573","KC677633",331,"FET_5.6",0
"8574","KC677633",370,"FET_5.6",0
"8575","KC677633",378,"FET_5.6",0
"8576","KC677633",382,"FET_5.6",0
"8577","KC677633",383,"FET_5.6",0
"8578","KC677633",401,"FET_5.6",0
"8579","KC677633",515,"FET_5.6",0
"8580","KC677633",522,"FET_5.6",0
"8581","KC677633",593,"FET_5.6",0.908
"8582","KC677633",603,"FET_5.6",0
"8583","KC677633",605,"FET_5.6",0
"8584","KC677633",639,"FET_5.6",0
"8585","KC677633",676,"FET_5.6",0.654
"8586","KC677633",684,"FET_5.6",0
"8587","KC677633",687,"FET_5.6",0
"8588","KC677633",726,"FET_5.6",0
"8589","KC677633",727,"FET_5.6",0.906
"8590","KC677633",824,"FET_5.6",0
"8591","KC677633",877,"FET_5.6",0
"8592","KC677633",900,"FET_5.6",0
"8593","KC677633",904,"FET_5.6",0
"8594","KC677633",909,"FET_5.6",0
"8595","KC677633",916,"FET_5.6",0
"8596","KC677633",974,"FET_5.6",0
"8597","KC677633",981,"FET_5.6",0
"8598","KC677633",1009,"FET_5.6",0
"8599","KC677633",1023,"FET_5.6",0
"8600","KC677633",1073,"FET_5.6",0
"8601","KC677633",1115,"FET_5.6",0
"8602","KC677633",1195,"FET_5.6",0
"8603","KC677633",1214,"FET_5.6",0
"8604","KC677633",1227,"FET_5.6",0
"8605","KC677633",1228,"FET_5.6",0
"8606","KC677633",1364,"FET_5.6",0
"8607","KC677633",1374,"FET_5.6",0
"8608","KC677633",1383,"FET_5.6",0.864
"8609","KC677633",1416,"FET_5.6",0
"8610","KC677633",1423,"FET_5.6",0.461
"8611","KC677633",1430,"FET_5.6",0
"8612","KC677633",1443,"FET_5.6",0.239
"8613","KC677633",1466,"FET_5.6",0
"8614","KC677633",1492,"FET_5.6",0.595
"8615","KC677633",1498,"FET_5.6",0
"8616","KC677633",1512,"FET_5.6",5.197
"8617","KC677633",1517,"FET_5.6",0
"8618","KC677633",1520,"FET_5.6",2.508
"8619","KC677633",1544,"FET_5.6",0
"8620","KC677633",1545,"FET_5.6",1.647
"8621","KC677633",1551,"FET_5.6",0
"8622","KC677633",1590,"FET_5.6",2.579
"8623","KC677633",1604,"FET_5.6",3.401
"8624","KC677633",1616,"FET_5.6",0
"8625","KC677633",1624,"FET_5.6",0.938
"8626","KC677633",1635,"FET_5.6",0
"8627","KC677633",1694,"FET_5.6",0
"8628","KC677633",1700,"FET_5.6",0.69
"8629","KC677633",1701,"FET_5.6",2.765
"8630","KC677633",1756,"FET_5.6",1.168
"8631","KC677633",1757,"FET_5.6",0.576
"8632","KC677633",1761,"FET_5.6",2.279
"8633","KC677633",1901,"FET_5.6",0
"8634","KC677634",88,"FET_5.6",0
"8635","KC677634",102,"FET_5.6",0
"8636","KC677634",122,"FET_5.6",0
"8637","KC677634",216,"FET_5.6",0
"8638","KC677634",234,"FET_5.6",1.012
"8639","KC677634",236,"FET_5.6",0.298
"8640","KC677634",256,"FET_5.6",0.68
"8641","KC677634",298,"FET_5.6",1.487
"8642","KC677634",325,"FET_5.6",8.676
"8643","KC677634",345,"FET_5.6",3.981
"8644","KC677634",361,"FET_5.6",1.483
"8645","KC677634",366,"FET_5.6",0.601
"8646","KC677634",369,"FET_5.6",0
"8647","KC677634",394,"FET_5.6",1.212
"8648","KC677634",400,"FET_5.6",0
"8649","KC677634",405,"FET_5.6",0
"8650","KC677634",412,"FET_5.6",1.559
"8651","KC677634",429,"FET_5.6",0.611
"8652","KC677634",443,"FET_5.6",0
"8653","KC677634",459,"FET_5.6",0.306
"8654","KC677634",460,"FET_5.6",0
"8655","KC677634",491,"FET_5.6",0
"8656","KC677634",512,"FET_5.6",0
"8657","KC677634",527,"FET_5.6",0
"8658","KC677634",535,"FET_5.6",0
"8659","KC677634",561,"FET_5.6",0
"8660","KC677634",565,"FET_5.6",0
"8661","KC677634",571,"FET_5.6",0
"8662","KC677634",590,"FET_5.6",0
"8663","KC677634",613,"FET_5.6",5.038
"8664","KC677634",695,"FET_5.6",0
"8665","KC677634",714,"FET_5.6",0
"8666","KC677634",715,"FET_5.6",0
"8667","KC677634",718,"FET_5.6",0.601
"8668","KC677634",722,"FET_5.6",0
"8669","KC677634",727,"FET_5.6",6.426
"8670","KC677634",739,"FET_5.6",0
"8671","KC677634",747,"FET_5.6",0.676
"8672","KC677634",768,"FET_5.6",0
"8673","KC677634",780,"FET_5.6",0
"8674","KC677635",79,"FET_5.6",0
"8675","KC677635",117,"FET_5.6",0
"8676","KC677635",179,"FET_5.6",0.355
"8677","KC677635",266,"FET_5.6",0.427
"8678","KC677635",268,"FET_5.6",0.385
"8679","KC677635",301,"FET_5.6",0
"8680","KC677635",374,"FET_5.6",0
"8681","KC677635",438,"FET_5.6",0.557
"8682","KC677635",452,"FET_5.6",0
"8683","KC677635",488,"FET_5.6",0
"8684","KC677635",538,"FET_5.6",8.492
"8685","KC677635",556,"FET_5.6",0
"8686","KC677635",575,"FET_5.6",6.429
"8687","KC677635",607,"FET_5.6",0
"8688","KC677635",641,"FET_5.6",0.737
"8689","KC677635",642,"FET_5.6",0.74
"8690","KC677635",644,"FET_5.6",0
"8691","KC677635",715,"FET_5.6",1.563
"8692","KC677635",731,"FET_5.6",0
"8693","KC677635",732,"FET_5.6",0
"8694","KC677635",747,"FET_5.6",0.52
"8695","KC677635",787,"FET_5.6",0
"8696","KC677635",805,"FET_5.6",1.026
"8697","KC677635",822,"FET_5.6",0
"8698","KC677635",831,"FET_5.6",0.074
"8699","KC677635",880,"FET_5.6",0.08
"8700","KC677635",919,"FET_5.6",0.317
"8701","KC677635",940,"FET_5.6",0
"8702","KC677635",956,"FET_5.6",0.711
"8703","KC677635",964,"FET_5.6",0
"8704","KC677635",972,"FET_5.6",0
"8705","KC677635",1003,"FET_5.6",0
"8706","KC677635",1013,"FET_5.6",0
"8707","KC677635",1046,"FET_5.6",0.696
"8708","KC677635",1047,"FET_5.6",0.699
"8709","KC677635",1079,"FET_5.6",0
"8710","KC677635",1082,"FET_5.6",0
"8711","KC677635",1087,"FET_5.6",1.002
"8712","KC677635",1150,"FET_5.6",0.517
"8713","KC677635",1160,"FET_5.6",0
"8714","KC677635",1179,"FET_5.6",0
"8715","KC677635",1205,"FET_5.6",4.779
"8716","KC677635",1220,"FET_5.6",0
"8717","KC677635",1245,"FET_5.6",0
"8718","KC677635",1259,"FET_5.6",0
"8719","KC677635",1284,"FET_5.6",0
"8720","KC677635",1304,"FET_5.6",0
"8721","KC677635",1356,"FET_5.6",0
"8722","KC677635",1501,"FET_5.6",2.045
"8723","KC677635",1528,"FET_5.6",0
"8724","KC677635",1580,"FET_5.6",0
"8725","KC677635",1624,"FET_5.6",0
"8726","KC677635",1661,"FET_5.6",0
"8727","KC677635",1677,"FET_5.6",0.729
"8728","KC677635",1809,"FET_5.6",0.461
"8729","KC677635",1853,"FET_5.6",0
"8730","KC677635",1868,"FET_5.6",0
"8731","KC677635",1918,"FET_5.6",0
"8732","KC677635",1936,"FET_5.6",0
"8733","KC677635",1948,"FET_5.6",0
"8734","KC677635",2048,"FET_5.6",1.824
"8735","KC677635",2060,"FET_5.6",1.183
"8736","KC677635",2070,"FET_5.6",0
"8737","KC677635",2073,"FET_5.6",0
"8738","KC677635",2119,"FET_5.6",0.464
"8739","KC677635",2120,"FET_5.6",0
"8740","KC677635",2143,"FET_5.6",0.062
"8741","KC677635",2173,"FET_5.6",0
"8742","KC677635",2234,"FET_5.6",0
"8743","KC677635",2254,"FET_5.6",0.263
"8744","KC677635",2270,"FET_5.6",0.205
"8745","KC677635",2295,"FET_5.6",0
"8746","KC677635",2323,"FET_5.6",0
"8747","KC677635",2329,"FET_5.6",0.568
"8748","KC677635",2337,"FET_5.6",0.896
"8749","KC677635",2348,"FET_5.6",0
"8750","KC677635",2359,"FET_5.6",0
"8751","KC677635",2384,"FET_5.6",0
"8752","KC677635",2393,"FET_5.6",2.711
"8753","KC677635",2432,"FET_5.6",0
"8754","KC677635",2442,"FET_5.6",0.793
"8755","KC677635",2483,"FET_5.6",0
"8756","KC677635",2487,"FET_5.6",0.264
"8757","KC677635",2493,"FET_5.6",0
"8758","KC677635",2528,"FET_5.6",0.069
"8759","KC677635",2542,"FET_5.6",4.191
"8760","KC677635",2547,"FET_5.6",0
"8761","KC677635",2550,"FET_5.6",0
"8762","KC677635",2578,"FET_5.6",0
"8763","KC677635",2587,"FET_5.6",0
"8764","KC677635",2593,"FET_5.6",0.5
"8765","KC677635",2644,"FET_5.6",0
"8766","KC677635",2698,"FET_5.6",1.177
"8767","KC677635",2735,"FET_5.6",0
"8768","KC677636",127,"FET_5.6",0
"8769","KC677636",132,"FET_5.6",6.34
"8770","KC677636",162,"FET_5.6",2.884
"8771","KC677636",194,"FET_5.6",0
"8772","KC677636",202,"FET_5.6",1.055
"8773","KC677636",507,"FET_5.6",0.469
"8774","KC677636",598,"FET_5.6",1.862
"8775","KC677636",639,"FET_5.6",0
"8776","KC677636",642,"FET_5.6",0.645
"8777","KC677636",712,"FET_5.6",0.448
"8778","KC677636",756,"FET_5.6",0.437
"8779","KC677636",834,"FET_5.6",0
"8780","KC677636",1088,"FET_5.6",0.732
"8781","KC677636",1231,"FET_5.6",0
"8782","KC677636",1235,"FET_5.6",3.558
"8783","KC677636",1274,"FET_5.6",0
"8784","KC677636",1442,"FET_5.6",0
"8785","KC677636",1460,"FET_5.6",0
"8786","KC677636",1503,"FET_5.6",0.908
"8787","KC677636",1557,"FET_5.6",7.38
"8788","KC677636",1711,"FET_5.6",0
"8789","KC677636",1807,"FET_5.6",1.005
"8790","KC677636",1847,"FET_5.6",0
"8791","KC677636",1896,"FET_5.6",0
"8792","KC677637",322,"FET_5.6",0
"8793","KC677637",327,"FET_5.6",0.968
"8794","KC677637",389,"FET_5.6",0.305
"8795","KC677637",600,"FET_5.6",0
"8796","KC677637",607,"FET_5.6",2.594
"8797","KC677637",750,"FET_5.6",2.187
"8798","KC677637",760,"FET_5.6",0.882
"8799","KC677637",768,"FET_5.6",2.492
"8800","KC677637",772,"FET_5.6",0
"8801","KC677637",796,"FET_5.6",0.158
"8802","KC677637",811,"FET_5.6",1.014
"8803","KC677637",833,"FET_5.6",0
"8804","KC677637",836,"FET_5.6",3.701
"8805","KC677637",887,"FET_5.6",1.902
"8806","KC677637",937,"FET_5.6",3.126
"8807","KC677637",1007,"FET_5.6",9.422
"8808","KC677637",1022,"FET_5.6",0
"8809","KC677637",1035,"FET_5.6",0
"8810","KC677637",1075,"FET_5.6",0
"8811","KC677637",1097,"FET_5.6",0
"8812","KC677637",1103,"FET_5.6",4.292
"8813","KC677637",1104,"FET_5.6",0.463
"8814","KC677637",1134,"FET_5.6",2.911
"8815","KC677637",1141,"FET_5.6",14.51
"8816","KC677637",1150,"FET_5.6",0.388
"8817","KC677637",1161,"FET_5.6",0
"8818","KC677637",1170,"FET_5.6",4.746
"8819","KC677637",1186,"FET_5.6",0.902
"8820","KC677637",1187,"FET_5.6",1.506
"8821","KC677637",1202,"FET_5.6",0
"8822","KC677637",1230,"FET_5.6",0
"8823","KC677637",1232,"FET_5.6",0.497
"8824","KC677637",1239,"FET_5.6",0
"8825","KC677637",1249,"FET_5.6",0
"8826","KC677637",1250,"FET_5.6",2.567
"8827","KC677637",1258,"FET_5.6",0
"8828","KC677637",1259,"FET_5.6",6.488
"8829","KC677637",1267,"FET_5.6",2.515
"8830","KC677637",1270,"FET_5.6",3.765
"8831","KC677637",1282,"FET_5.6",0
"8832","KC677637",1296,"FET_5.6",1.87
"8833","KC677637",1300,"FET_5.6",0
"8834","KC677637",1302,"FET_5.6",0
"8835","KC677637",1303,"FET_5.6",0.314
"8836","KC677637",1315,"FET_5.6",0
"8837","KC677637",1318,"FET_5.6",0
"8838","KC677637",1326,"FET_5.6",0
"8839","KC677637",1328,"FET_5.6",0.599
"8840","KC677637",1337,"FET_5.6",7.683
"8841","KC677637",1338,"FET_5.6",0
"8842","KC677637",1339,"FET_5.6",0.203
"8843","KC677637",1346,"FET_5.6",3.845
"8844","KC677637",1365,"FET_5.6",0
"8845","KC677637",1376,"FET_5.6",0
"8846","KC677637",1444,"FET_5.6",0.173
"8847","KC677637",1494,"FET_5.6",0.955
"8848","KC677637",1561,"FET_5.6",0
"8849","KC677637",1571,"FET_5.6",0
"8850","KC677637",1628,"FET_5.6",0
"8851","KC677637",1641,"FET_5.6",0.207
"8852","KC677637",1688,"FET_5.6",0.106
"8853","KC677637",1703,"FET_5.6",0.603
"8854","KC677637",1706,"FET_5.6",0.429
"8855","KC677637",1729,"FET_5.6",0.536
"8856","KC677637",1783,"FET_5.6",0.265
"8857","KC677637",1790,"FET_5.6",0
"8858","KC677637",1792,"FET_5.6",0
"8859","KC677637",1806,"FET_5.6",2.577
"8860","KC677637",1813,"FET_5.6",0
"8861","KC677638",124,"FET_5.6",0
"8862","KC677638",141,"FET_5.6",0
"8863","KC677638",148,"FET_5.6",0.243
"8864","KC677638",174,"FET_5.6",0.494
"8865","KC677638",204,"FET_5.6",0
"8866","KC677638",257,"FET_5.6",0
"8867","KC677638",308,"FET_5.6",0
"8868","KC677638",330,"FET_5.6",0
"8869","KC677638",455,"FET_5.6",0
"8870","KC677638",459,"FET_5.6",0.859
"8871","KC677638",467,"FET_5.6",0
"8872","KC677638",508,"FET_5.6",0
"8873","KC677638",509,"FET_5.6",2.308
"8874","KC677638",575,"FET_5.6",0
"8875","KC677638",616,"FET_5.6",0.83
"8876","KC677638",631,"FET_5.6",0
"8877","KC677638",632,"FET_5.6",0
"8878","KC677638",636,"FET_5.6",0.695
"8879","KC677638",718,"FET_5.6",0.531
"8880","KC677638",723,"FET_5.6",0
"8881","KC677638",813,"FET_5.6",0
"8882","KC677638",840,"FET_5.6",5.546
"8883","KC677638",855,"FET_5.6",0.973
"8884","KC677638",902,"FET_5.6",0
"8885","KC677638",904,"FET_5.6",0
"8886","KC677638",955,"FET_5.6",0
"8887","KC677638",978,"FET_5.6",0
"8888","KC677638",997,"FET_5.6",1.789
"8889","KC677638",1012,"FET_5.6",0
"8890","KC677638",1023,"FET_5.6",0
"8891","KC677638",1058,"FET_5.6",3.565
"8892","KC677638",1124,"FET_5.6",0
"8893","KC677638",1194,"FET_5.6",0.646
"8894","KC677638",1310,"FET_5.6",0
"8895","KC677638",1330,"FET_5.6",0
"8896","KC677638",1339,"FET_5.6",0
"8897","KC677638",1342,"FET_5.6",0.815
"8898","KC677638",1345,"FET_5.6",3.946
"8899","KC677639",135,"FET_5.6",0
"8900","KC677639",201,"FET_5.6",2.312
"8901","KC677639",210,"FET_5.6",0
"8902","KC677639",222,"FET_5.6",0
"8903","KC677639",239,"FET_5.6",0
"8904","KC677639",252,"FET_5.6",3.016
"8905","KC677639",312,"FET_5.6",0
"8906","KC677639",359,"FET_5.6",2.112
"8907","KC677639",369,"FET_5.6",2.689
"8908","KC677639",414,"FET_5.6",0
"8909","KC677639",418,"FET_5.6",3.1
"8910","KC677639",419,"FET_5.6",3.384
"8911","KC677639",427,"FET_5.6",0
"8912","KC677639",432,"FET_5.6",1.031
"8913","KC677639",486,"FET_5.6",2.222
"8914","KC677639",504,"FET_5.6",0
"8915","KC677639",543,"FET_5.6",1.48
"8916","KC677639",649,"FET_5.6",1.48
"8917","KC677639",659,"FET_5.6",0
"8918","KC677639",692,"FET_5.6",1.957
"8919","KC677639",781,"FET_5.6",2.914
"8920","KC677639",795,"FET_5.6",3.764
"8921","KC677639",797,"FET_5.6",0
"8922","KC677639",882,"FET_5.6",1.209
"8923","KC677640",41,"FET_5.6",0.464
"8924","KC677640",67,"FET_5.6",0
"8925","KC677640",89,"FET_5.6",0
"8926","KC677640",160,"FET_5.6",0.468
"8927","KC677640",183,"FET_5.6",0
"8928","KC677640",186,"FET_5.6",0
"8929","KC677640",229,"FET_5.6",0
"8930","KC677640",230,"FET_5.6",0.451
"8931","KC677640",242,"FET_5.6",1.334
